what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335434283085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335434327200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434339776
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1335434342585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434342602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1335434348808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335434352053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434360553
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1335434363503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335434363524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335434366463
